"QueryName","YearVal","MonthVal","Country","RecordCount","Division","Product","BillingType"
"03_InvoicedConsignments_YI","2025","4","CY","4765","FX","15","Duty Billing"
"03_InvoicedConsignments_YI","2025","6","SE","1","G","412","Duty Billing"
"03_InvoicedConsignments_YI","2025","2","BE","19","G","10D","Freight Billing"
"03_InvoicedConsignments_YI","2025","2","CZ","10","G","101","Freight Billing"
"03_InvoicedConsignments_YI","2025","9","JP","745","G","15N","Duty Billing"
"03_InvoicedConsignments_YI","2025","6","NL","426","S","1EN","Freight Billing"
"03_InvoicedConsignments_YI","2025","5","PL","23","G","09N","Freight Billing"
"03_InvoicedConsignments_YI","2025","5","CZ","3030","G","32","Freight Billing"
"03_InvoicedConsignments_YI","2025","9","TR","1","G","100","Freight Billing"
"03_InvoicedConsignments_YI","2025","4","CZ","21","S","1EN","Freight Billing"
"03_InvoicedConsignments_YI","2025","2","ES","317","G","412","Freight Billing"
"03_InvoicedConsignments_YI","2025","5","AR","6","D","101","Freight Billing"
"03_InvoicedConsignments_YI","2025","3","MY","82","G","130","Freight Billing"
"03_InvoicedConsignments_YI","2025","5","AT","2","S","820","Freight Billing"
"03_InvoicedConsignments_YI","2025","7","FI","1150","S","726","Freight Billing"
"03_InvoicedConsignments_YI","2025","2","AT","7","S","1EN","Freight Billing"
"03_InvoicedConsignments_YI","2025","11","JP","1","S","1EN","Duty Billing"
"03_InvoicedConsignments_YI","2025","9","KR","26","G","15D","Freight Billing"
"03_InvoicedConsignments_YI","2025","1","EE","1963","G","15N","Freight Billing"
"03_InvoicedConsignments_YI","2025","10","EE","2","G","09N","Freight Billing"
"03_InvoicedConsignments_YI","2025","2","SK","1","FX","0125","Freight Billing"
"03_InvoicedConsignments_YI","2025","2","DK","590","S","DNI","Freight Billing"
"03_InvoicedConsignments_YI","2025","9","ES","112033","G","48N","Freight Billing"
"03_InvoicedConsignments_YI","2025","2","SA","36","D","15D","Freight Billing"
"03_InvoicedConsignments_YI","2025","9","SI","1","FX","0101","Duty Billing"
"03_InvoicedConsignments_YI","2025","6","SK","1","G","12N","Duty Billing"
"03_InvoicedConsignments_YI","2025","1","SG","260","S","1E","Freight Billing"
"03_InvoicedConsignments_YI","2025","5","CZ","71","G","48N","Duty Billing"
"03_InvoicedConsignments_YI","2025","10","BG","6","G","100","Freight Billing"
"03_InvoicedConsignments_YI","2025","7","GB","51","S","830","Freight Billing"
"03_InvoicedConsignments_YI","2025","6","FI","12796","G","48N","Freight Billing"
"03_InvoicedConsignments_YI","2025","2","CZ","31","G","12D","Freight Billing"
"03_InvoicedConsignments_YI","2025","1","DK","10","G","12D","Freight Billing"
"03_InvoicedConsignments_YI","2025","11","TH","1","D","103","Freight Billing"
"03_InvoicedConsignments_YI","2025","10","DK","181","Z","103","Freight Billing"
"03_InvoicedConsignments_YI","2025","9","AT","14414","D","15","Freight Billing"
"03_InvoicedConsignments_YI","2025","5","CH","7","S","NFO","Freight Billing"
"03_InvoicedConsignments_YI","2025","1","HK","28","G","15D","Freight Billing"
"03_InvoicedConsignments_YI","2025","3","PL","2318","D","10N","Freight Billing"
"03_InvoicedConsignments_YI","2025","9","BE","2209","D","15D","Freight Billing"
"03_InvoicedConsignments_YI","2025","8","RO","1","S","728","Freight Billing"
"03_InvoicedConsignments_YI","2025","2","SI","106","S","1E","Freight Billing"
"03_InvoicedConsignments_YI","2025","7","TW","36","G","100","Freight Billing"
"03_InvoicedConsignments_YI","2025","7","GR","1","S","810","Freight Billing"
"03_InvoicedConsignments_YI","2025","8","BG","7","G","101","Freight Billing"
"03_InvoicedConsignments_YI","2025","3","CZ","13","S","NFO","Duty Billing"
"03_InvoicedConsignments_YI","2025","3","BE","5","G","29","Freight Billing"
"03_InvoicedConsignments_YI","2025","2","KW","14","G","30","Freight Billing"
"03_InvoicedConsignments_YI","2025","7","AU","4","YA","15D","Freight Billing"
"03_InvoicedConsignments_YI","2025","11","SE","8","S","24","Freight Billing"
"03_InvoicedConsignments_YI","2025","2","IE","56","G","12N","Freight Billing"
"03_InvoicedConsignments_YI","2025","5","EG","207","G","15N","Duty Billing"
"03_InvoicedConsignments_YI","2025","3","HU","62","Z","103","Freight Billing"
"03_InvoicedConsignments_YI","2025","5","CH","14414","G","48N","Freight Billing"
"03_InvoicedConsignments_YI","2025","11","AE","670","S","1P","Freight Billing"
"03_InvoicedConsignments_YI","2025","3","ES","4","S","820","Freight Billing"
"03_InvoicedConsignments_YI","2025","10","CN","146","G","15D","Freight Billing"
"03_InvoicedConsignments_YI","2025","10","IT","131","G","10N","Freight Billing"
"03_InvoicedConsignments_YI","2025","6","ES","3915","G","15N","Duty Billing"
"03_InvoicedConsignments_YI","2025","5","ES","456","D","101","Freight Billing"
"03_InvoicedConsignments_YI","2025","4","HU","1964","G","15D","Freight Billing"
"03_InvoicedConsignments_YI","2025","2","TH","69","G","15D","Freight Billing"
"03_InvoicedConsignments_YI","2025","5","EE","17","G","412","Freight Billing"
"03_InvoicedConsignments_YI","2025","8","NZ","95","G","15N","Duty Billing"
"03_InvoicedConsignments_YI","2025","8","FI","19","S","25","Freight Billing"
"03_InvoicedConsignments_YI","2025","5","BE","7","S","727","Freight Billing"
"03_InvoicedConsignments_YI","2025","1","SE","194","D","12","Freight Billing"
"03_InvoicedConsignments_YI","2025","11","ES","8","G","12N","Duty Billing"
"03_InvoicedConsignments_YI","2025","6","SK","47","D","12N","Freight Billing"
"03_InvoicedConsignments_YI","2025","10","CZ","1","Z","103","Freight Billing"
"03_InvoicedConsignments_YI","2025","1","PT","10","S","731","Freight Billing"
"03_InvoicedConsignments_YI","2025","7","LT","1","S","1EN","Freight Billing"
"03_InvoicedConsignments_YI","2025","7","IT","22","G","10D","Freight Billing"
"03_InvoicedConsignments_YI","2025","4","SK","128","FX","8601","Duty Billing"
"03_InvoicedConsignments_YI","2025","11","IT","1","S","CBN","Freight Billing"
"03_InvoicedConsignments_YI","2025","4","CZ","2","W","48N","Freight Billing"
"03_InvoicedConsignments_YI","2025","6","AT","524","G","12N","Freight Billing"
"03_InvoicedConsignments_YI","2025","11","NL","197","D","101","Freight Billing"
"03_InvoicedConsignments_YI","2025","4","FI","27","S","NFO","Freight Billing"
"03_InvoicedConsignments_YI","2025","6","KW","2","S","1EN","Freight Billing"
"03_InvoicedConsignments_YI","2025","10","NL","2775","G","15D","Freight Billing"
"03_InvoicedConsignments_YI","2025","5","IL","1","G","10N","Freight Billing"
"03_InvoicedConsignments_YI","2025","10","TH","24","S","103","Freight Billing"
"03_InvoicedConsignments_YI","2025","6","SE","421","G","12N","Freight Billing"
"03_InvoicedConsignments_YI","2025","6","DK","12","D","101","Freight Billing"
"03_InvoicedConsignments_YI","2025","2","PL","7","G","10D","Freight Billing"
"03_InvoicedConsignments_YI","2025","11","BG","2734","D","15","Freight Billing"
"03_InvoicedConsignments_YI","2025","5","CH","4","G","100","Freight Billing"
"03_InvoicedConsignments_YI","2025","2","SI","7","S","731","Freight Billing"
"03_InvoicedConsignments_YI","2025","6","IL","6","G","12N","Freight Billing"
"03_InvoicedConsignments_YI","2025","12","HK","6","G","15D","Freight Billing"
"03_InvoicedConsignments_YI","2025","7","EE","1","S","1PN","Freight Billing"
"03_InvoicedConsignments_YI","2025","4","BE","15","D","10N","Freight Billing"
"03_InvoicedConsignments_YI","2025","8","CN","879","G","15N","Freight Billing"
"03_InvoicedConsignments_YI","2025","6","LV","2114","G","48N","Freight Billing"
"03_InvoicedConsignments_YI","2025","9","NL","799","Z","105","Duty Billing"
"03_InvoicedConsignments_YI","2025","11","TH","18","S","NFO","Freight Billing"
"03_InvoicedConsignments_YI","2025","1","ZA","536","G","48N","Duty Billing"
"03_InvoicedConsignments_YI","2025","1","TR","8","D","15","Freight Billing"
"03_InvoicedConsignments_YI","2025","11","RO","69613","D","15N","Freight Billing"
"03_InvoicedConsignments_YI","2025","6","SG","23","G","101","Freight Billing"
"03_InvoicedConsignments_YI","2025","4","CN","18","S","820","Freight Billing"
"03_InvoicedConsignments_YI","2025","11","CH","98","S","728","Freight Billing"
"03_InvoicedConsignments_YI","2025","1","BT","3","G","48N","Duty Billing"
"03_InvoicedConsignments_YI","2025","6","GR","1","S","DNI","Freight Billing"
"03_InvoicedConsignments_YI","2025","10","BE","376","G","130","Freight Billing"
"03_InvoicedConsignments_YI","2025","11","CH","4","S","NFO","Freight Billing"
"03_InvoicedConsignments_YI","2025","10","CY","4","FX","8601","Freight Billing"
"03_InvoicedConsignments_YI","2025","1","BG","11885","G","48N","Freight Billing"
"03_InvoicedConsignments_YI","2025","9","GR","1","S","DNI","Freight Billing"
"03_InvoicedConsignments_YI","2025","6","GR","1","S","OBC","Freight Billing"
"03_InvoicedConsignments_YI","2025","9","IE","4","G","10D","Freight Billing"
"03_InvoicedConsignments_YI","2025","10","BT","162","G","15N","Freight Billing"
"03_InvoicedConsignments_YI","2025","11","BE","17","C","15","Freight Billing"
"03_InvoicedConsignments_YI","2025","1","GB","41","G","09N","Freight Billing"
"03_InvoicedConsignments_YI","2025","3","SE","132","S","1P","Freight Billing"
"03_InvoicedConsignments_YI","2025","6","VN","3","G","12D","Freight Billing"
"03_InvoicedConsignments_YI","2025","10","IE","994","G","48N","Duty Billing"
"03_InvoicedConsignments_YI","2025","5","FR","1563","S","DNI","Freight Billing"
"03_InvoicedConsignments_YI","2025","5","PT","4","S","1ED","Freight Billing"
"03_InvoicedConsignments_YI","2025","3","NZ","6","S","NFO","Freight Billing"
"03_InvoicedConsignments_YI","2025","4","PL","4394","G","15D","Freight Billing"
"03_InvoicedConsignments_YI","2025","9","NL","46409","D","15","Freight Billing"
"03_InvoicedConsignments_YI","2025","9","GB","1169","G","30","Freight Billing"
"03_InvoicedConsignments_YI","2025","3","FR","232","G","09N","Freight Billing"
"03_InvoicedConsignments_YI","2025","6","GB","2249","S","DNI","Freight Billing"
"03_InvoicedConsignments_YI","2025","9","SK","853","G","15D","Freight Billing"
"03_InvoicedConsignments_YI","2025","4","AT","5","S","820","Freight Billing"
"03_InvoicedConsignments_YI","2025","6","AT","45","D","10","Freight Billing"
"03_InvoicedConsignments_YI","2025","12","HU","1","G","15D","Freight Billing"
"03_InvoicedConsignments_YI","2025","1","JP","42","S","NFO","Freight Billing"
"03_InvoicedConsignments_YI","2025","11","KW","5","G","130","Freight Billing"
"03_InvoicedConsignments_YI","2025","10","BE","4","S","RFD","Freight Billing"
"03_InvoicedConsignments_YI","2025","2","PT","1","S","DNI","Freight Billing"
"03_InvoicedConsignments_YI","2025","7","NZ","3","Z","105","Duty Billing"
"03_InvoicedConsignments_YI","2025","4","SG","29","G","101","Freight Billing"
"03_InvoicedConsignments_YI","2025","1","FR","1155","G","15N","Duty Billing"
"03_InvoicedConsignments_YI","2025","11","RO","54","G","412","Freight Billing"
"03_InvoicedConsignments_YI","2025","3","BT","10","G","48N","Freight Billing"
"03_InvoicedConsignments_YI","2025","9","GR","22","S","1PN","Freight Billing"
"03_InvoicedConsignments_YI","2025","6","GR","261","S","800","Freight Billing"
"03_InvoicedConsignments_YI","2025","9","LV","2","G","48N","Duty Billing"
"03_InvoicedConsignments_YI","2025","8","NO","489","D","15","Freight Billing"
"03_InvoicedConsignments_YI","2025","8","NO","2","G","12D","Freight Billing"
"03_InvoicedConsignments_YI","2025","7","CZ","4","D","100","Freight Billing"
"03_InvoicedConsignments_YI","2025","3","IT","1","G","48N","Duty Billing"
"03_InvoicedConsignments_YI","2025","1","BG","7","G","101","Freight Billing"
"03_InvoicedConsignments_YI","2025","6","KR","43","G","15D","Freight Billing"
"03_InvoicedConsignments_YI","2025","8","ES","4","S","TPX","Freight Billing"
"03_InvoicedConsignments_YI","2025","1","KW","15","S","99","Freight Billing"
"03_InvoicedConsignments_YI","2025","3","GB","295","D","710","Freight Billing"
"03_InvoicedConsignments_YI","2025","9","CZ","60","S","1PN","Freight Billing"
"03_InvoicedConsignments_YI","2025","8","ES","8","D","10D","Freight Billing"
"03_InvoicedConsignments_YI","2025","10","RO","2052","D","12N","Freight Billing"
"03_InvoicedConsignments_YI","2025","1","CY","5640","FX","15","Duty Billing"
"03_InvoicedConsignments_YI","2025","1","FI","10","S","1EN","Freight Billing"
"03_InvoicedConsignments_YI","2025","7","EG","1","D","12N","Freight Billing"
"03_InvoicedConsignments_YI","2025","1","ZA","109","D","09","Freight Billing"
"03_InvoicedConsignments_YI","2025","3","ES","228","S","1EN","Freight Billing"
"03_InvoicedConsignments_YI","2025","5","TR","90","S","NFO","Freight Billing"
"03_InvoicedConsignments_YI","2025","2","NO","10","S","731","Freight Billing"
"03_InvoicedConsignments_YI","2025","8","DK","9","S","NFO","Freight Billing"
"03_InvoicedConsignments_YI","2025","2","AT","14","G","09N","Freight Billing"
"03_InvoicedConsignments_YI","2025","8","UA","85","FX","0106","Freight Billing"
"03_InvoicedConsignments_YI","2025","11","UA","39","FX","8601","Freight Billing"
"03_InvoicedConsignments_YI","2025","7","NL","208","SD","DK5","Freight Billing"
"03_InvoicedConsignments_YI","2025","7","EE","23","S","NFO","Freight Billing"
"03_InvoicedConsignments_YI","2025","1","VN","4","S","NFO","Freight Billing"
"03_InvoicedConsignments_YI","2025","11","ES","267","D","12N","Freight Billing"
"03_InvoicedConsignments_YI","2025","8","FR","11","S","NFO","Freight Billing"
"03_InvoicedConsignments_YI","2025","3","BG","9","FX","IPDG","Duty Billing"
"03_InvoicedConsignments_YI","2025","3","NO","1","S","726","Freight Billing"
"03_InvoicedConsignments_YI","2025","5","FR","405","G","10N","Freight Billing"
"03_InvoicedConsignments_YI","2025","2","CZ","1917","S","DNE","Freight Billing"
"03_InvoicedConsignments_YI","2025","1","SI","9","S","1EN","Freight Billing"
"03_InvoicedConsignments_YI","2025","6","MY","2","D","15","Freight Billing"
"03_InvoicedConsignments_YI","2025","10","LT","3","Z","105","Duty Billing"
"03_InvoicedConsignments_YI","2025","6","HU","2","G","101","Freight Billing"
"03_InvoicedConsignments_YI","2025","1","CH","55","D","10","Freight Billing"
"03_InvoicedConsignments_YI","2025","2","NL","4","SD","CBU","Freight Billing"
"03_InvoicedConsignments_YI","2025","5","AE","5","G","12N","Freight Billing"
"03_InvoicedConsignments_YI","2025","4","CN","1370","S","1E","Freight Billing"
"03_InvoicedConsignments_YI","2025","4","FR","111346","G","48N","Freight Billing"
"03_InvoicedConsignments_YI","2025","2","SE","11394","S","DNE","Freight Billing"
"03_InvoicedConsignments_YI","2025","2","BE","1","G","10N","Duty Billing"
"03_InvoicedConsignments_YI","2025","6","ZA","60","D","09","Freight Billing"
"03_InvoicedConsignments_YI","2025","7","JP","113","G","15N","Freight Billing"
"03_InvoicedConsignments_YI","2025","6","GB","1","S","25","Duty Billing"
"03_InvoicedConsignments_YI","2025","6","CH","1","S","89","Duty Billing"
"03_InvoicedConsignments_YI","2025","9","CY","32","S","NFO","Freight Billing"
"03_InvoicedConsignments_YI","2025","6","PL","24","S","CBE","Freight Billing"
"03_InvoicedConsignments_YI","2025","9","NL","1265","G","15N","Duty Billing"
"03_InvoicedConsignments_YI","2025","3","NL","172","S","NFO","Freight Billing"
"03_InvoicedConsignments_YI","2025","10","GR","95","S","NFO","Freight Billing"
"03_InvoicedConsignments_YI","2025","8","JP","80","S","88","Duty Billing"
"03_InvoicedConsignments_YI","2025","10","TH","10","S","NFO","Duty Billing"
"03_InvoicedConsignments_YI","2025","9","BG","60","FX","0103","Freight Billing"
"03_InvoicedConsignments_YI","2025","8","FI","9315","S","DNI","Freight Billing"
"03_InvoicedConsignments_YI","2025","4","AE","132","D","48N","Freight Billing"
"03_InvoicedConsignments_YI","2025","4","SK","1347","FX","8601","Freight Billing"
"03_InvoicedConsignments_YI","2025","4","IT","792","G","12N","Freight Billing"
"03_InvoicedConsignments_YI","2025","11","CZ","21","S","25","Freight Billing"
"03_InvoicedConsignments_YI","2025","4","BG","3","FX","0115","Freight Billing"
"03_InvoicedConsignments_YI","2025","4","RO","678","D","48N","Freight Billing"
"03_InvoicedConsignments_YI","2025","3","CH","7","P","412","Freight Billing"
"03_InvoicedConsignments_YI","2025","3","EG","13","Z","105","Freight Billing"
"03_InvoicedConsignments_YI","2025","10","ID","10","D","101","Freight Billing"
"03_InvoicedConsignments_YI","2025","5","MY","1715","G","30","Freight Billing"
"03_InvoicedConsignments_YI","2025","7","PL","1380","D","09D","Freight Billing"
"03_InvoicedConsignments_YI","2025","10","NL","2","S","728","Duty Billing"
"03_InvoicedConsignments_YI","2025","2","TR","40","S","726","Freight Billing"
"03_InvoicedConsignments_YI","2025","1","NO","3","S","1PN","Freight Billing"
"03_InvoicedConsignments_YI","2025","3","CL","4","S","NFO","Freight Billing"
"03_InvoicedConsignments_YI","2025","5","NO","190","G","15N","Duty Billing"
"03_InvoicedConsignments_YI","2025","1","MY","1","S","PAK","Freight Billing"
"03_InvoicedConsignments_YI","2025","5","SE","10997","G","15N","Freight Billing"
"03_InvoicedConsignments_YI","2025","1","GB","5","G","09N","Duty Billing"
"03_InvoicedConsignments_YI","2025","9","CH","12","G","09D","Freight Billing"
"03_InvoicedConsignments_YI","2025","3","LU","4236","G","15N","Freight Billing"
"03_InvoicedConsignments_YI","2025","9","NL","263971","G","48N","Freight Billing"
"03_InvoicedConsignments_YI","2025","3","MY","8","S","25","Duty Billing"
"03_InvoicedConsignments_YI","2025","10","DK","14784","D","15","Freight Billing"
"03_InvoicedConsignments_YI","2025","9","BG","2","FX","0115","Freight Billing"
"03_InvoicedConsignments_YI","2025","3","TR","69","D","12D","Freight Billing"
"03_InvoicedConsignments_YI","2025","4","BG","335","YA","48N","Freight Billing"
"03_InvoicedConsignments_YI","2025","3","LU","6","S","NFO","Freight Billing"
"03_InvoicedConsignments_YI","2025","7","MY","117","G","130","Freight Billing"
"03_InvoicedConsignments_YI","2025","2","BE","42","S","820","Freight Billing"
"03_InvoicedConsignments_YI","2025","11","GB","1620","S","DNI","Freight Billing"
"03_InvoicedConsignments_YI","2025","5","GB","482","G","12N","Freight Billing"
"03_InvoicedConsignments_YI","2025","9","CH","4","P","15D","Freight Billing"
"03_InvoicedConsignments_YI","2025","11","LV","1","G","48N","Duty Billing"
"03_InvoicedConsignments_YI","2025","3","TH","1044","G","15N","Duty Billing"
"03_InvoicedConsignments_YI","2025","7","PT","93","FX","0101","Duty Billing"
"03_InvoicedConsignments_YI","2025","3","PT","43","FX","0125","Freight Billing"
"03_InvoicedConsignments_YI","2025","4","AT","2","S","1EN","Duty Billing"
"03_InvoicedConsignments_YI","2025","7","MY","4","S","NFO","Duty Billing"
"03_InvoicedConsignments_YI","2025","8","IL","370","G","48N","Freight Billing"
"03_InvoicedConsignments_YI","2025","3","AT","10","S","1EN","Freight Billing"
"03_InvoicedConsignments_YI","2025","9","ES","398","D","100","Freight Billing"
"03_InvoicedConsignments_YI","2025","4","AT","1","Z","103","Freight Billing"
"03_InvoicedConsignments_YI","2025","10","TR","41","D","12D","Freight Billing"
"03_InvoicedConsignments_YI","2025","2","SG","310","S","1E","Freight Billing"
"03_InvoicedConsignments_YI","2025","1","LU","5","S","NFO","Freight Billing"
"03_InvoicedConsignments_YI","2025","5","KW","120","G","29","Freight Billing"
"03_InvoicedConsignments_YI","2025","10","ES","1","G","101","Freight Billing"
"03_InvoicedConsignments_YI","2025","1","LV","5","G","10N","Freight Billing"
"03_InvoicedConsignments_YI","2025","7","VN","1","G","09D","Freight Billing"
"03_InvoicedConsignments_YI","2025","1","SA","23","S","726","Duty Billing"
"03_InvoicedConsignments_YI","2025","6","HK","2","P","15N","Freight Billing"
"03_InvoicedConsignments_YI","2025","1","AU","4","Z","102","Freight Billing"
"03_InvoicedConsignments_YI","2025","7","CH","497","G","12N","Freight Billing"
"03_InvoicedConsignments_YI","2025","2","KW","1","G","12N","Freight Billing"
"03_InvoicedConsignments_YI","2025","1","PT","2395","G","15D","Freight Billing"
"03_InvoicedConsignments_YI","2025","4","MY","1","G","09D","Freight Billing"
"03_InvoicedConsignments_YI","2025","4","RO","8","G","100","Freight Billing"
"03_InvoicedConsignments_YI","2025","9","BE","176","S","NFO","Freight Billing"
"03_InvoicedConsignments_YI","2025","4","NO","1","S","1EN","Duty Billing"
"03_InvoicedConsignments_YI","2025","12","PT","3","G","15N","Duty Billing"
"03_InvoicedConsignments_YI","2025","5","IE","3","G","09N","Freight Billing"
"03_InvoicedConsignments_YI","2025","2","TW","2","S","820","Freight Billing"
"03_InvoicedConsignments_YI","2025","11","JP","34","S","88","Duty Billing"
"03_InvoicedConsignments_YI","2025","11","TH","2","S","1EN","Freight Billing"
"03_InvoicedConsignments_YI","2025","8","SG","451","S","1E","Freight Billing"
"03_InvoicedConsignments_YI","2025","1","BG","31","Z","105","Freight Billing"
"03_InvoicedConsignments_YI","2025","11","DK","1","S","89","Freight Billing"
"03_InvoicedConsignments_YI","2025","11","IE","1588","G","15N","Freight Billing"
"03_InvoicedConsignments_YI","2025","1","CH","3408","G","15N","Duty Billing"
"03_InvoicedConsignments_YI","2025","4","IL","2","G","10N","Freight Billing"
"03_InvoicedConsignments_YI","2025","4","CZ","416","G","12N","Freight Billing"
"03_InvoicedConsignments_YI","2025","5","AU","4","G","09D","Freight Billing"
"03_InvoicedConsignments_YI","2025","4","NL","8482","G","32","Freight Billing"
"03_InvoicedConsignments_YI","2025","3","CH","271","G","10N","Freight Billing"
"03_InvoicedConsignments_YI","2025","9","LT","413","D","15N","Freight Billing"
"03_InvoicedConsignments_YI","2025","10","DK","1","G","09D","Freight Billing"
"03_InvoicedConsignments_YI","2025","8","ZA","61","G","48N","Freight Billing"
"03_InvoicedConsignments_YI","2025","6","GB","1","S","728","Duty Billing"
"03_InvoicedConsignments_YI","2025","6","PT","2","S","731","Freight Billing"
"03_InvoicedConsignments_YI","2025","10","FR","2","G","09D","Freight Billing"
"03_InvoicedConsignments_YI","2025","3","ES","4","S","726","Freight Billing"
"03_InvoicedConsignments_YI","2025","3","SE","269","Z","105","Freight Billing"
"03_InvoicedConsignments_YI","2025","9","TW","30","S","NFO","Freight Billing"
"03_InvoicedConsignments_YI","2025","1","SI","2","S","728","Freight Billing"
"03_InvoicedConsignments_YI","2025","2","JO","1","Z","103","Duty Billing"
"03_InvoicedConsignments_YI","2025","9","NA","2","G","48N","Duty Billing"
"03_InvoicedConsignments_YI","2025","5","IE","6","S","731","Freight Billing"
"03_InvoicedConsignments_YI","2025","3","SE","19","G","09N","Freight Billing"
"03_InvoicedConsignments_YI","2025","1","AE","333","D","15D","Freight Billing"
"03_InvoicedConsignments_YI","2025","8","MY","8","S","NFO","Freight Billing"
"03_InvoicedConsignments_YI","2025","11","CZ","13","S","1EN","Freight Billing"
"03_InvoicedConsignments_YI","2025","1","LT","6","S","728","Freight Billing"
"03_InvoicedConsignments_YI","2025","4","BG","4271","G","15N","Freight Billing"
"03_InvoicedConsignments_YI","2025","8","SG","373","S","103","Freight Billing"
"03_InvoicedConsignments_YI","2025","3","FR","1017","G","15N","Duty Billing"
"03_InvoicedConsignments_YI","2025","4","SE","11394","S","DNE","Freight Billing"
"03_InvoicedConsignments_YI","2025","7","NL","3329","S","TC","Freight Billing"
"03_InvoicedConsignments_YI","2025","2","FR","2","S","820","Freight Billing"
"03_InvoicedConsignments_YI","2025","3","CZ","86","S","731","Freight Billing"
"03_InvoicedConsignments_YI","2025","5","BE","24","S","NFO","Duty Billing"
"03_InvoicedConsignments_YI","2025","8","GB","1","Z","105","Duty Billing"
"03_InvoicedConsignments_YI","2025","11","LV","1","S","1P","Freight Billing"
"03_InvoicedConsignments_YI","2025","9","TH","5","G","12N","Freight Billing"
"03_InvoicedConsignments_YI","2025","6","FR","2774","G","15D","Freight Billing"
"03_InvoicedConsignments_YI","2025","12","CZ","2","G","15N","Freight Billing"
"03_InvoicedConsignments_YI","2025","1","SG","9","D","100","Freight Billing"
"03_InvoicedConsignments_YI","2025","8","NL","29","S","1E","Freight Billing"
"03_InvoicedConsignments_YI","2025","8","KR","22","G","15D","Freight Billing"
"03_InvoicedConsignments_YI","2025","3","DK","50149","G","48N","Freight Billing"
"03_InvoicedConsignments_YI","2025","10","PT","470","D","09","Freight Billing"
"03_InvoicedConsignments_YI","2025","8","CY","202","FX","0106","Freight Billing"
"03_InvoicedConsignments_YI","2025","3","LT","1","G","09N","Freight Billing"
"03_InvoicedConsignments_YI","2025","1","AE","21","S","24","Freight Billing"
"03_InvoicedConsignments_YI","2025","9","SE","3","S","731","Freight Billing"
"03_InvoicedConsignments_YI","2025","11","DK","8","G","101","Freight Billing"
"03_InvoicedConsignments_YI","2025","10","MY","24","G","15D","Freight Billing"
"03_InvoicedConsignments_YI","2025","7","EG","3","G","12N","Duty Billing"
"03_InvoicedConsignments_YI","2025","2","CZ","2","G","103","Duty Billing"
"03_InvoicedConsignments_YI","2025","3","CH","8","S","NFO","Duty Billing"
"03_InvoicedConsignments_YI","2025","6","NL","191","D","101","Freight Billing"
"03_InvoicedConsignments_YI","2025","10","SG","805","S","728","Freight Billing"
"03_InvoicedConsignments_YI","2025","8","LV","868","D","15","Freight Billing"
"03_InvoicedConsignments_YI","2025","4","FR","20","Z","105","Duty Billing"
"03_InvoicedConsignments_YI","2025","1","FJ","1243","G","15N","Duty Billing"
"03_InvoicedConsignments_YI","2025","10","GB","35","Z","103","Duty Billing"
"03_InvoicedConsignments_YI","2025","2","TR","2","S","23","Freight Billing"
"03_InvoicedConsignments_YI","2025","11","FR","43","D","15N","Freight Billing"
"03_InvoicedConsignments_YI","2025","1","SE","24466","S","DNI","Freight Billing"
"03_InvoicedConsignments_YI","2025","3","IT","73","G","12D","Freight Billing"
"03_InvoicedConsignments_YI","2025","1","EG","1","Z","102","Duty Billing"
"03_InvoicedConsignments_YI","2025","5","GB","27","G","12D","Freight Billing"
"03_InvoicedConsignments_YI","2025","1","PT","33426","G","15N","Freight Billing"
"03_InvoicedConsignments_YI","2025","2","LV","1","G","412","Duty Billing"
"03_InvoicedConsignments_YI","2025","7","NL","10","SD","CRBR","Freight Billing"
"03_InvoicedConsignments_YI","2025","6","NL","109","S","1P","Freight Billing"
"03_InvoicedConsignments_YI","2025","6","AE","19","D","101","Freight Billing"
"03_InvoicedConsignments_YI","2025","3","NO","5","S","1EN","Freight Billing"
"03_InvoicedConsignments_YI","2025","9","TH","211","D","12","Freight Billing"
"03_InvoicedConsignments_YI","2025","2","NO","59","S","NFD","Freight Billing"
"03_InvoicedConsignments_YI","2025","5","CZ","35","S","1PN","Freight Billing"
"03_InvoicedConsignments_YI","2025","7","GR","1074","S","728","Freight Billing"
"03_InvoicedConsignments_YI","2025","2","AE","324","D","15D","Freight Billing"
"03_InvoicedConsignments_YI","2025","3","BE","87","D","12D","Freight Billing"
"03_InvoicedConsignments_YI","2025","10","NL","3","S","1PN","Duty Billing"
"03_InvoicedConsignments_YI","2025","9","SK","1","S","25","Freight Billing"
"03_InvoicedConsignments_YI","2025","10","KR","44","S","NFO","Freight Billing"
"03_InvoicedConsignments_YI","2025","10","SE","214","D","12","Freight Billing"
"03_InvoicedConsignments_YI","2025","7","FI","1258","G","15D","Freight Billing"
"03_InvoicedConsignments_YI","2025","8","GB","3033","G","15N","Duty Billing"
"03_InvoicedConsignments_YI","2025","9","AE","6","G","12N","Freight Billing"
"03_InvoicedConsignments_YI","2025","8","HU","97","G","412","Freight Billing"
"03_InvoicedConsignments_YI","2025","1","CZ","7","G","101","Freight Billing"
"03_InvoicedConsignments_YI","2025","1","AE","1","G","09N","Freight Billing"
"03_InvoicedConsignments_YI","2025","5","TH","144","G","48N","Duty Billing"
"03_InvoicedConsignments_YI","2025","1","NO","42","Z","105","Freight Billing"
"03_InvoicedConsignments_YI","2025","5","NL","43","S","NFO","Duty Billing"
"03_InvoicedConsignments_YI","2025","1","BG","70","D","12","Freight Billing"
